Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
WD-ABX,D28,-3,K19003,4.03E-05,Glycerolipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,2,K00105,0.000529271,Glycerophospholipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,2,K19003,2.99E-07,Glycerolipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,14,K00105,0.000517557,Glycerophospholipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,14,K19003,0.00040578,Glycerolipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,28,K00105,0.000246622,Glycerophospholipid metabolism ,Metabolism,Lipid metabolism
WD-ABX,D28,28,K19003,0.00026122,Glycerolipid metabolism ,Metabolism,Lipid metabolism
RC-ABX,D2,-13,K00077,0.000169193,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K00878,0.000125526,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K01698,0.000121836,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K01749,0.000154841,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K01772,2.61E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K01845,0.000181516,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K01911,2.30E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K02492,0.000118378,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K03707,7.68E-05,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K03800,0.00012561,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K12942,6.41E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-13,K19222,8.05E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K00077,0.000201799,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K00878,8.49E-05,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K01698,8.77E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K01749,0.000118993,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K01772,0.000115301,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K01845,0.000119586,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K01911,0.000110188,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K02492,8.23E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K03707,8.97E-05,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K03800,0.0002015,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K12942,5.36E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,-3,K19222,0.000148275,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K00077,0.000704053,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K00878,0.000607791,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K01698,0.000481874,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K01749,0.000473688,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K01772,0.000586197,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K01845,0.001010605,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K01911,0.000501107,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K02492,0.000595488,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K03707,0.000270294,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K03800,0.001248967,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K12942,0.001961059,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,2,K19222,0.000498133,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K00077,8.09E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K00878,1.05E-05,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K01698,5.10E-06,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K01749,2.85E-06,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K01772,0.000676707,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K01845,8.08E-06,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K01911,0.00074179,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K02492,3.41E-06,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K03707,8.75E-07,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K03800,0.000725689,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K12942,1.50E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,4,K19222,0.000723398,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K00077,0.000530576,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K00878,0.0002115,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K01698,0.000178565,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K01749,0.000196464,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K01772,9.91E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K01845,0.000228072,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K01911,8.48E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K02492,0.000176681,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K03707,0.000110589,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K03800,0.000163085,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K12942,3.26E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,14,K19222,9.34E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K00077,0.000290544,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K00878,0.000152294,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K01698,0.00012708,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K01749,0.000139703,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K01772,0.000109484,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K01845,0.000141686,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K01911,7.99E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K02492,0.000120256,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K03707,8.13E-05,Thiamine metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K03800,0.000163683,Lipoic acid metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K12942,4.27E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D2,28,K19222,9.30E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K00867,6.13E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K01772,2.61E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K01911,2.30E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K01916,4.82E-05,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K02859,4.04E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K03688,7.50E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K19222,8.05E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K00867,0.000161819,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K01772,0.000115301,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K01911,0.000110188,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K01916,0.000162226,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K02859,0.000102685,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K03688,0.000136562,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-3,K19222,0.000148275,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K00867,0.000156115,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K01772,0.000586197,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K01911,0.000501107,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K01916,0.00055199,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K02859,2.19E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K03688,0.000336702,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,2,K19222,0.000498133,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K00867,0.000762052,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K01772,0.000676707,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K01911,0.00074179,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K01916,0.00071012,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K02859,0.000517687,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K03688,0.000794658,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,4,K19222,0.000723398,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K00867,0.000134917,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K01772,9.91E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K01911,8.48E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K01916,0.000131564,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K02859,8.84E-05,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K03688,0.000249845,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,14,K19222,9.34E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K00867,0.000170778,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K01772,0.000109484,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K01911,7.99E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K01916,0.000142874,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K02859,0.00010285,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K03688,0.000134171,Cofactor metabolism,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,28,K19222,9.30E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K00230,1.30E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K00867,4.07E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K01772,1.87E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K01911,6.61E-06,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K06211,0,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K19267,1.19E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K19285,0,Riboflavin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K19965,0,Folate biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-13,K21977,0,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K00230,5.74E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K00867,0.000113894,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K01772,8.45E-05,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K01911,7.60E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K06211,6.81E-05,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K19267,8.72E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K19285,5.48E-05,Riboflavin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K19965,4.49E-05,Folate biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,-3,K21977,5.36E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K00230,0.000602776,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K00867,0.000500931,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K01772,0.000559936,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K01911,0.000612727,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K06211,0.000795321,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K19267,0.000835447,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K19285,0.00066991,Riboflavin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K19965,0.000512748,Folate biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,2,K21977,0.000652362,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K00230,0.00030061,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K00867,0.000525597,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K01772,0.000428273,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K01911,0.000603876,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K06211,0.000404434,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K19267,0.000455524,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K19285,0.000335033,Riboflavin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K19965,0.000247779,Folate biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,14,K21977,0.000581031,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K00230,0.000143269,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K00867,0.0002707,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K01772,0.000253265,Porphyrin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K01911,0.000299752,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K06211,0.000164644,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K19267,0.000181758,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K19285,0.000136312,Riboflavin metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K19965,0.000106093,Folate biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D2,28,K21977,0.000268667,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-13,K00867,4.07E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-13,K01911,6.61E-06,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-13,K01916,2.49E-05,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-13,K21977,0,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-3,K00867,0.000113894,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-3,K01911,7.60E-05,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-3,K01916,0.000129168,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,-3,K21977,5.36E-05,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,2,K00867,0.000500931,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,2,K01911,0.000612727,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,2,K01916,0.000516743,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,2,K21977,0.000652362,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,14,K00867,0.000525597,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,14,K01911,0.000603876,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,14,K01916,0.000535897,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,14,K21977,0.000581031,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,28,K00867,0.0002707,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,28,K01911,0.000299752,Ubiquinone and other terpenoid-quinone biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,28,K01916,0.000257945,Nicotinate and nicotinamide metabolism ,Metabolism,Metabolism of cofactors and vitamins
WD-ABX,D14,28,K21977,0.000268667,Pantothenate and CoA biosynthesis ,Metabolism,Metabolism of cofactors and vitamins
RC-ABX,D4,-13,K03367,4.79E-05,D-Amino acid metabolism ,Metabolism,Metabolism of other amino acids
