KEGG.system,ksys.mod,KEGG.family,kfam.mod,KEGG.category,kcat.mod,KO,Desc
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis ,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01186,NEU1; sialidase-1 [EC:3.2.1.18]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01190,lacZ; beta-galactosidase [EC:3.2.1.23]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01191,MAN2C1; alpha-mannosidase [EC:3.2.1.24]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01192,"E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01201,"GBA, srfJ; glucosylceramidase [EC:3.2.1.45]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01206,FUCA; alpha-L-fucosidase [EC:3.2.1.51]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01227,ENGASE; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K01444,"AGA, aspG; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K12111,ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K12373,HEXA_B; hexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K14459,HEX; hexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K15923,"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K17108,GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00511 Other glycan degradation [PATH:ko00511],Other glycan degradation ,K23989,"lytD, lytB; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],Various types of N-glycan biosynthesis ,K07441,"ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],Various types of N-glycan biosynthesis ,K12373,HEXA_B; hexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ko00513],Various types of N-glycan biosynthesis ,K14459,HEX; hexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00514 Other types of O-glycan biosynthesis [PATH:ko00514],Other types of O-glycan biosynthesis ,K00728,"POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00514 Other types of O-glycan biosynthesis [PATH:ko00514],Other types of O-glycan biosynthesis ,K09667,OGT; protein O-GlcNAc transferase [EC:2.4.1.255]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00514 Other types of O-glycan biosynthesis [PATH:ko00514],Other types of O-glycan biosynthesis ,K13667,"POGLUT1, RUMI, KTELC1; EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00515 Mannose type O-glycan biosynthesis [PATH:ko00515],Mannose type O-glycan biosynthesis ,K00728,"POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01135,ARSB; arylsulfatase B [EC:3.1.6.12]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01136,IDS; iduronate 2-sulfatase [EC:3.1.6.13]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01195,"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01197,hya; hyaluronoglucosaminidase [EC:3.2.1.35]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01205,NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01207,nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K01565,SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K10532,HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],Glycosaminoglycan degradation ,K12373,HEXA_B; hexosaminidase [EC:3.2.1.52]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],Glycosaminoglycan biosynthesis - heparan sulfate / heparin ,K01793,GLCE; heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K00677,lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K00748,lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K00912,lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K00979,kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K01627,kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02517,"lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02527,"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02535,lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02536,lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02840,"waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02841,"waaC, rfaC; lipopolysaccharide heptosyltransferase I [EC:2.4.99.23]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02844,"waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K02847,"waaL, rfaL; O-antigen ligase [EC:2.4.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03269,"lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03270,kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03271,"gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03272,"gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03273,"gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03274,"gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03275,"waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K03760,"eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K07031,hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K07264,"arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K09778,lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K09949,"lpxI; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K09953,lpxR; lipid A 3-O-deacylase [EC:3.1.1.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K12973,"pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K12976,pagL; lipid A 3-O-deacylase [EC:3.1.1.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K12983,"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K15669,hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K16363,lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K19353,eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K19354,waaH; heptose III glucuronosyltransferase [EC:2.4.1.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K21344,rfaE1; D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K21345,rfaE2; D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis[PATH:ko00540],Lipopolysaccharide biosynthesis,K23159,lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]
09100 Metabolism,Metabolism,09107 Glycan biosynthesis and metabolism,Glycan biosynthesis and metabolism,00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],O-Antigen nucleotide sugar biosynthesis ,K00012,"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
